File,ChangeType,FileHuman,WorkingDir,PrevName,severity,severityIcon
objectTranslations/LoggerScenarioRule__mdt-en_US/IsJavaScriptLightningLoggerEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsJavaScriptLightningLoggerEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsLogAssignmentEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsLogAssignmentEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsLogRetentionOverrideEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsLogRetentionOverrideEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsLoggerEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsLoggerEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsPlatformEventStorageLocationEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsPlatformEventStorageLocationEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsRecordFieldStrippingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsRecordFieldStrippingEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/IsSavingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/IsSavingEnabled__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/LoggerScenarioRule__mdt-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/LoggerScenarioRule__mdt-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/NumberOfDaysToRetainLogs__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/NumberOfDaysToRetainLogs__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/PlatformEventStorageLocation__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/PlatformEventStorageLocation__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/SaveMethod__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/SaveMethod__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/Scenario__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/Scenario__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/StartTime__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/StartTime__c,,,log,📰
objectTranslations/LoggerScenarioRule__mdt-en_US/UserLoggingLevel__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenarioRule__mdt-en_US/UserLoggingLevel__c,,,log,📰
objectTranslations/LoggerScenario__c-en_US/LoggerScenario__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation LoggerScenario__c-en_US/LoggerScenario__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/LoggerScenario__c-en_US/UniqueId__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerScenario__c-en_US/UniqueId__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultLogOwner__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultLogOwner__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultLogPurgeAction__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultLogPurgeAction__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultLogShareAccessLevel__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultLogShareAccessLevel__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultNumberOfDaysToRetainLogs__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultNumberOfDaysToRetainLogs__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultPlatformEventStorageLocation__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultPlatformEventStorageLocation__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultPlatformEventStorageLoggingLevel__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultPlatformEventStorageLoggingLevel__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultSaveMethod__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultSaveMethod__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/DefaultScenario__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/DefaultScenario__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/EndTime__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/EndTime__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsAnonymousModeEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsAnonymousModeEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsApexSystemDebugLoggingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsApexSystemDebugLoggingEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsDataMaskingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsDataMaskingEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsJavaScriptConsoleLoggingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsJavaScriptConsoleLoggingEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsJavaScriptLightningLoggerEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsJavaScriptLightningLoggerEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsRecordFieldStrippingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsRecordFieldStrippingEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/IsSavingEnabled__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/IsSavingEnabled__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/LoggerSettings__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/LoggerSettings__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/LoggerSettings__c-en_US/LoggingLevel__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/LoggingLevel__c,,,log,📰
objectTranslations/LoggerSettings__c-en_US/StartTime__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerSettings__c-en_US/StartTime__c,,,log,📰
objectTranslations/LoggerTag__c-en_US/LoggerTag__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation LoggerTag__c-en_US/LoggerTag__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/LoggerTag__c-en_US/TotalLogEntries__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerTag__c-en_US/TotalLogEntries__c,,,log,📰
objectTranslations/LoggerTag__c-en_US/UniqueId__c.fieldTranslation-meta.xml,A,CustomObjectTranslation LoggerTag__c-en_US/UniqueId__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Address__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Address__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Capital__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Capital__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/City__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/City__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/CorporateNumber__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/CorporateNumber__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/DataSource__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/DataSource__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/EmployeeCount__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/EmployeeCount__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/EstablishedDate__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/EstablishedDate__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Industry__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Industry__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/LastApiSyncDate__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/LastApiSyncDate__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/MusubuCompany__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/MusubuCompany__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Phone__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Phone__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/PostalCode__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/PostalCode__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Prefecture__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Prefecture__c,,,log,📰
objectTranslations/MusubuCompany__c-en_US/Website__c.fieldTranslation-meta.xml,A,CustomObjectTranslation MusubuCompany__c-en_US/Website__c,,,log,📰
objects/Account/Account.object-meta.xml,A,CustomObject Account/Account,,,log,📰
objects/Account/fields/AccountNumber.field-meta.xml,A,CustomField AccountNumber,,,log,📰
objects/Account/fields/AccountSource.field-meta.xml,A,CustomField AccountSource,,,log,📰
objects/Account/fields/Active__c.field-meta.xml,A,CustomField Active__c,,,log,📰
objects/Account/fields/AnnualRevenue.field-meta.xml,A,CustomField AnnualRevenue,,,log,📰
objects/Account/fields/BillingAddress.field-meta.xml,A,CustomField BillingAddress,,,log,📰
objects/Account/fields/CleanStatus.field-meta.xml,A,CustomField CleanStatus,,,log,📰
objects/Account/fields/CustomerPriority__c.field-meta.xml,A,CustomField CustomerPriority__c,,,log,📰
objects/Account/fields/CustomerRank__c.field-meta.xml,A,CustomField CustomerRank__c,,,log,📰
objects/Account/fields/DandbCompanyId.field-meta.xml,A,CustomField DandbCompanyId,,,log,📰
objects/Account/fields/Description.field-meta.xml,A,CustomField Description,,,log,📰
objects/Account/fields/DunsNumber.field-meta.xml,A,CustomField DunsNumber,,,log,📰
objects/Account/fields/Fax.field-meta.xml,A,CustomField Fax,,,log,📰
objects/Account/fields/Industry.field-meta.xml,A,CustomField Industry,,,log,📰
objects/Account/fields/Jigsaw.field-meta.xml,A,CustomField Jigsaw,,,log,📰
objects/Account/fields/NaicsCode.field-meta.xml,A,CustomField NaicsCode,,,log,📰
objects/Account/fields/NaicsDesc.field-meta.xml,A,CustomField NaicsDesc,,,log,📰
objects/Account/fields/Name.field-meta.xml,A,CustomField Name,,,log,📰
objects/Account/fields/NumberOfEmployees.field-meta.xml,A,CustomField NumberOfEmployees,,,log,📰
objects/Account/fields/NumberofLocations__c.field-meta.xml,A,CustomField NumberofLocations__c,,,log,📰
objects/Account/fields/OperatingHoursId.field-meta.xml,A,CustomField OperatingHoursId,,,log,📰
objects/Account/fields/OwnerId.field-meta.xml,A,CustomField OwnerId,,,log,📰
objects/Account/fields/Ownership.field-meta.xml,A,CustomField Ownership,,,log,📰
objects/Account/fields/ParentId.field-meta.xml,A,CustomField ParentId,,,log,📰
objects/Account/fields/Phone.field-meta.xml,A,CustomField Phone,,,log,📰
objects/Account/fields/Rating.field-meta.xml,A,CustomField Rating,,,log,📰
objects/Account/fields/SLAExpirationDate__c.field-meta.xml,A,CustomField SLAExpirationDate__c,,,log,📰
objects/Account/fields/SLASerialNumber__c.field-meta.xml,A,CustomField SLASerialNumber__c,,,log,📰
objects/Account/fields/SLA__c.field-meta.xml,A,CustomField SLA__c,,,log,📰
objects/Account/fields/ShippingAddress.field-meta.xml,A,CustomField ShippingAddress,,,log,📰
objects/Account/fields/Sic.field-meta.xml,A,CustomField Sic,,,log,📰
objects/Account/fields/SicDesc.field-meta.xml,A,CustomField SicDesc,,,log,📰
objects/Account/fields/Site.field-meta.xml,A,CustomField Site,,,log,📰
objects/Account/fields/TickerSymbol.field-meta.xml,A,CustomField TickerSymbol,,,log,📰
objects/Account/fields/Tier.field-meta.xml,A,CustomField Tier,,,log,📰
objects/Account/fields/Tradestyle.field-meta.xml,A,CustomField Tradestyle,,,log,📰
objects/Account/fields/Type.field-meta.xml,A,CustomField Type,,,log,📰
objects/Account/fields/UpsellOpportunity__c.field-meta.xml,A,CustomField UpsellOpportunity__c,,,log,📰
objects/Account/fields/Website.field-meta.xml,A,CustomField Website,,,log,📰
objects/Account/fields/YearStarted.field-meta.xml,A,CustomField YearStarted,,,log,📰
objects/Account/listViews/AllAccounts.listView-meta.xml,A,ListView AllAccounts,,,log,📰
objects/Account/listViews/MyAccounts.listView-meta.xml,A,ListView MyAccounts,,,log,📰
objects/Account/listViews/NewLastWeek.listView-meta.xml,A,ListView NewLastWeek,,,log,📰
objects/Account/listViews/NewThisWeek.listView-meta.xml,A,ListView NewThisWeek,,,log,📰
objects/Account/listViews/PlatinumandGoldSLACustomers.listView-meta.xml,A,ListView PlatinumandGoldSLACustomers,,,log,📰
objects/Account/webLinks/Billing.webLink-meta.xml,A,WebLink Billing,,,log,📰
objects/Activity/Activity.object-meta.xml,A,CustomObject Activity/Activity,,,log,📰
objects/Activity/listViews/AllActivities.listView-meta.xml,A,ListView AllActivities,,,log,📰
objects/Activity/listViews/MyActivities.listView-meta.xml,A,ListView MyActivities,,,log,📰
objects/Activity/listViews/TodaysTasks.listView-meta.xml,A,ListView TodaysTasks,,,log,📰
objects/Activity/listViews/UpcomingEvents.listView-meta.xml,A,ListView UpcomingEvents,,,log,📰
objects/Asset/Asset.object-meta.xml,A,CustomObject Asset/Asset,,,log,📰
objects/Asset/listViews/AllAssets.listView-meta.xml,A,ListView AllAssets,,,log,📰
objects/Campaign/Campaign.object-meta.xml,A,CustomObject Campaign/Campaign,,,log,📰
objects/Campaign/listViews/AllActiveCampaigns.listView-meta.xml,A,ListView AllActiveCampaigns,,,log,📰
objects/Campaign/listViews/MyActiveCampaigns.listView-meta.xml,A,ListView MyActiveCampaigns,,,log,📰
objects/Campaign/webLinks/ViewCampaignInfluenceReport.webLink-meta.xml,A,WebLink ViewCampaignInfluenceReport,,,log,📰
objects/Case/Case.object-meta.xml,A,CustomObject Case/Case,,,log,📰
objects/Case/fields/AccountId.field-meta.xml,A,CustomField AccountId,,,log,📰
objects/Case/fields/AssetId.field-meta.xml,A,CustomField AssetId,,,log,📰
objects/Case/fields/BusinessHoursId.field-meta.xml,A,CustomField BusinessHoursId,,,log,📰
objects/Case/fields/ClosedDate.field-meta.xml,A,CustomField ClosedDate,,,log,📰
objects/Case/fields/Comments.field-meta.xml,A,CustomField Comments,,,log,📰
objects/Case/fields/ContactEmail.field-meta.xml,A,CustomField ContactEmail,,,log,📰
objects/Case/fields/ContactFax.field-meta.xml,A,CustomField ContactFax,,,log,📰
objects/Case/fields/ContactId.field-meta.xml,A,CustomField ContactId,,,log,📰
objects/Case/fields/ContactMobile.field-meta.xml,A,CustomField ContactMobile,,,log,📰
objects/Case/fields/ContactPhone.field-meta.xml,A,CustomField ContactPhone,,,log,📰
objects/Case/fields/Description.field-meta.xml,A,CustomField Description,,,log,📰
objects/Case/fields/EngineeringReqNumber__c.field-meta.xml,A,CustomField EngineeringReqNumber__c,,,log,📰
objects/Case/fields/EntitlementId.field-meta.xml,A,CustomField EntitlementId,,,log,📰
objects/Case/fields/IsClosedOnCreate.field-meta.xml,A,CustomField IsClosedOnCreate,,,log,📰
objects/Case/fields/IsEscalated.field-meta.xml,A,CustomField IsEscalated,,,log,📰
objects/Case/fields/IsStopped.field-meta.xml,A,CustomField IsStopped,,,log,📰
objects/Case/fields/MilestoneStatus.field-meta.xml,A,CustomField MilestoneStatus,,,log,📰
objects/Case/fields/MilestoneStatusIcon.field-meta.xml,A,CustomField MilestoneStatusIcon,,,log,📰
objects/Case/fields/Origin.field-meta.xml,A,CustomField Origin,,,log,📰
objects/Case/fields/OwnerId.field-meta.xml,A,CustomField OwnerId,,,log,📰
objects/Case/fields/ParentId.field-meta.xml,A,CustomField ParentId,,,log,📰
objects/Case/fields/PotentialLiability__c.field-meta.xml,A,CustomField PotentialLiability__c,,,log,📰
objects/Case/fields/Priority.field-meta.xml,A,CustomField Priority,,,log,📰
objects/Case/fields/ProductId.field-meta.xml,A,CustomField ProductId,,,log,📰
objects/Case/fields/Product__c.field-meta.xml,A,CustomField Product__c,,,log,📰
objects/Case/fields/Reason.field-meta.xml,A,CustomField Reason,,,log,📰
objects/Case/fields/SLAViolation__c.field-meta.xml,A,CustomField SLAViolation__c,,,log,📰
objects/Case/fields/ServiceContractId.field-meta.xml,A,CustomField ServiceContractId,,,log,📰
objects/Case/fields/SlaExitDate.field-meta.xml,A,CustomField SlaExitDate,,,log,📰
objects/Case/fields/SlaStartDate.field-meta.xml,A,CustomField SlaStartDate,,,log,📰
objects/Case/fields/SourceId.field-meta.xml,A,CustomField SourceId,,,log,📰
objects/Case/fields/Status.field-meta.xml,A,CustomField Status,,,log,📰
objects/Case/fields/StopStartDate.field-meta.xml,A,CustomField StopStartDate,,,log,📰
objects/Case/fields/Subject.field-meta.xml,A,CustomField Subject,,,log,📰
objects/Case/fields/SuppliedCompany.field-meta.xml,A,CustomField SuppliedCompany,,,log,📰
objects/Case/fields/SuppliedEmail.field-meta.xml,A,CustomField SuppliedEmail,,,log,📰
objects/Case/fields/SuppliedName.field-meta.xml,A,CustomField SuppliedName,,,log,📰
objects/Case/fields/SuppliedPhone.field-meta.xml,A,CustomField SuppliedPhone,,,log,📰
objects/Case/fields/Type.field-meta.xml,A,CustomField Type,,,log,📰
objects/Case/listViews/AllClosedCases.listView-meta.xml,A,ListView AllClosedCases,,,log,📰
objects/Case/listViews/AllOpenCases.listView-meta.xml,A,ListView AllOpenCases,,,log,📰
objects/Case/listViews/MyCases.listView-meta.xml,A,ListView MyCases,,,log,📰
objects/Case/listViews/MyOpenCases.listView-meta.xml,A,ListView MyOpenCases,,,log,📰
objects/Case/webLinks/UpsellCrosssellOpportunity.webLink-meta.xml,A,WebLink UpsellCrosssellOpportunity,,,log,📰
objects/Contact/Contact.object-meta.xml,A,CustomObject Contact/Contact,,,log,📰
objects/Contact/fields/AccountId.field-meta.xml,A,CustomField AccountId,,,log,📰
objects/Contact/fields/AssistantName.field-meta.xml,A,CustomField AssistantName,,,log,📰
objects/Contact/fields/AssistantPhone.field-meta.xml,A,CustomField AssistantPhone,,,log,📰
objects/Contact/fields/Birthdate.field-meta.xml,A,CustomField Birthdate,,,log,📰
objects/Contact/fields/BuyerAttributes.field-meta.xml,A,CustomField BuyerAttributes,,,log,📰
objects/Contact/fields/CleanStatus.field-meta.xml,A,CustomField CleanStatus,,,log,📰
objects/Contact/fields/ContactSource.field-meta.xml,A,CustomField ContactSource,,,log,📰
objects/Contact/fields/Department.field-meta.xml,A,CustomField Department,,,log,📰
objects/Contact/fields/Description.field-meta.xml,A,CustomField Description,,,log,📰
objects/Contact/fields/DoNotCall.field-meta.xml,A,CustomField DoNotCall,,,log,📰
objects/Contact/fields/Email.field-meta.xml,A,CustomField Email,,,log,📰
objects/Contact/fields/Fax.field-meta.xml,A,CustomField Fax,,,log,📰
objects/Contact/fields/GenderIdentity.field-meta.xml,A,CustomField GenderIdentity,,,log,📰
objects/Contact/fields/HasOptedOutOfEmail.field-meta.xml,A,CustomField HasOptedOutOfEmail,,,log,📰
objects/Contact/fields/HasOptedOutOfFax.field-meta.xml,A,CustomField HasOptedOutOfFax,,,log,📰
objects/Contact/fields/HomePhone.field-meta.xml,A,CustomField HomePhone,,,log,📰
objects/Contact/fields/IndividualId.field-meta.xml,A,CustomField IndividualId,,,log,📰
objects/Contact/fields/Jigsaw.field-meta.xml,A,CustomField Jigsaw,,,log,📰
objects/Contact/fields/Languages__c.field-meta.xml,A,CustomField Languages__c,,,log,📰
objects/Contact/fields/LastCURequestDate.field-meta.xml,A,CustomField LastCURequestDate,,,log,📰
objects/Contact/fields/LastCUUpdateDate.field-meta.xml,A,CustomField LastCUUpdateDate,,,log,📰
objects/Contact/fields/LeadSource.field-meta.xml,A,CustomField LeadSource,,,log,📰
objects/Contact/fields/Level__c.field-meta.xml,A,CustomField Level__c,,,log,📰
objects/Contact/fields/MailingAddress.field-meta.xml,A,CustomField MailingAddress,,,log,📰
objects/Contact/fields/MobilePhone.field-meta.xml,A,CustomField MobilePhone,,,log,📰
objects/Contact/fields/Name.field-meta.xml,A,CustomField Name,,,log,📰
objects/Contact/fields/OtherAddress.field-meta.xml,A,CustomField OtherAddress,,,log,📰
objects/Contact/fields/OtherPhone.field-meta.xml,A,CustomField OtherPhone,,,log,📰
objects/Contact/fields/OwnerId.field-meta.xml,A,CustomField OwnerId,,,log,📰
objects/Contact/fields/Phone.field-meta.xml,A,CustomField Phone,,,log,📰
objects/Contact/fields/Pronouns.field-meta.xml,A,CustomField Pronouns,,,log,📰
objects/Contact/fields/ReportsToId.field-meta.xml,A,CustomField ReportsToId,,,log,📰
objects/Contact/fields/Title.field-meta.xml,A,CustomField Title,,,log,📰
objects/Contact/listViews/AllContacts.listView-meta.xml,A,ListView AllContacts,,,log,📰
objects/Contact/listViews/BirthdaysThisMonth.listView-meta.xml,A,ListView BirthdaysThisMonth,,,log,📰
objects/Contact/listViews/BulkMessageContacts.listView-meta.xml,A,ListView BulkMessageContacts,,,log,📰
objects/Contact/listViews/MyContacts.listView-meta.xml,A,ListView MyContacts,,,log,📰
objects/Contact/listViews/NewLastWeek.listView-meta.xml,A,ListView NewLastWeek,,,log,📰
objects/Contact/listViews/NewThisWeek.listView-meta.xml,A,ListView NewThisWeek,,,log,📰
objects/Contract/Contract.object-meta.xml,A,CustomObject Contract/Contract,,,log,📰
objects/Contract/listViews/AllActivatedContracts.listView-meta.xml,A,ListView AllActivatedContracts,,,log,📰
objects/Contract/listViews/AllContracts.listView-meta.xml,A,ListView AllContracts,,,log,📰
objects/Contract/listViews/AllDraftContracts.listView-meta.xml,A,ListView AllDraftContracts,,,log,📰
objects/Contract/listViews/AllInApprovalContracts.listView-meta.xml,A,ListView AllInApprovalContracts,,,log,📰
objects/Contract/listViews/MyActivatedContracts.listView-meta.xml,A,ListView MyActivatedContracts,,,log,📰
objects/Contract/listViews/MyDraftContracts.listView-meta.xml,A,ListView MyDraftContracts,,,log,📰
objects/Contract/listViews/MyInApprovalContracts.listView-meta.xml,A,ListView MyInApprovalContracts,,,log,📰
objects/Incident/Incident.object-meta.xml,A,CustomObject Incident/Incident,,,log,📰
objects/Incident/webLinks/IncidentSource.webLink-meta.xml,A,WebLink IncidentSource,,,log,📰
objects/Lead/Lead.object-meta.xml,A,CustomObject Lead/Lead,,,log,📰
objects/Lead/fields/Address.field-meta.xml,A,CustomField Address,,,log,📰
objects/Lead/fields/AnnualRevenue.field-meta.xml,A,CustomField AnnualRevenue,,,log,📰
objects/Lead/fields/CampaignId.field-meta.xml,A,CustomField CampaignId,,,log,📰
objects/Lead/fields/CleanStatus.field-meta.xml,A,CustomField CleanStatus,,,log,📰
objects/Lead/fields/Company.field-meta.xml,A,CustomField Company,,,log,📰
objects/Lead/fields/CompanyDunsNumber.field-meta.xml,A,CustomField CompanyDunsNumber,,,log,📰
objects/Lead/fields/CorporateNumber__c.field-meta.xml,A,CustomField CorporateNumber__c,,,log,📰
objects/Lead/fields/CurrentGenerators__c.field-meta.xml,A,CustomField CurrentGenerators__c,,,log,📰
objects/Lead/fields/DandbCompanyId.field-meta.xml,A,CustomField DandbCompanyId,,,log,📰
objects/Lead/fields/Description.field-meta.xml,A,CustomField Description,,,log,📰
objects/Lead/fields/DoNotCall.field-meta.xml,A,CustomField DoNotCall,,,log,📰
objects/Lead/fields/Email.field-meta.xml,A,CustomField Email,,,log,📰
objects/Lead/fields/Fax.field-meta.xml,A,CustomField Fax,,,log,📰
objects/Lead/fields/GenderIdentity.field-meta.xml,A,CustomField GenderIdentity,,,log,📰
objects/Lead/fields/HasOptedOutOfEmail.field-meta.xml,A,CustomField HasOptedOutOfEmail,,,log,📰
objects/Lead/fields/HasOptedOutOfFax.field-meta.xml,A,CustomField HasOptedOutOfFax,,,log,📰
objects/Lead/fields/IndividualId.field-meta.xml,A,CustomField IndividualId,,,log,📰
objects/Lead/fields/Industry.field-meta.xml,A,CustomField Industry,,,log,📰
objects/Lead/fields/Jigsaw.field-meta.xml,A,CustomField Jigsaw,,,log,📰
objects/Lead/fields/LastTransferDate.field-meta.xml,A,CustomField LastTransferDate,,,log,📰
objects/Lead/fields/LeadSource.field-meta.xml,A,CustomField LeadSource,,,log,📰
objects/Lead/fields/MobilePhone.field-meta.xml,A,CustomField MobilePhone,,,log,📰
objects/Lead/fields/MusubuCompanyId__c.field-meta.xml,A,CustomField MusubuCompanyId__c,,,log,📰
objects/Lead/fields/Name.field-meta.xml,A,CustomField Name,,,log,📰
objects/Lead/fields/NumberOfEmployees.field-meta.xml,A,CustomField NumberOfEmployees,,,log,📰
objects/Lead/fields/NumberofLocations__c.field-meta.xml,A,CustomField NumberofLocations__c,,,log,📰
objects/Lead/fields/OwnerId.field-meta.xml,A,CustomField OwnerId,,,log,📰
objects/Lead/fields/Phone.field-meta.xml,A,CustomField Phone,,,log,📰
objects/Lead/fields/Primary__c.field-meta.xml,A,CustomField Primary__c,,,log,📰
objects/Lead/fields/ProductInterest__c.field-meta.xml,A,CustomField ProductInterest__c,,,log,📰
objects/Lead/fields/Pronouns.field-meta.xml,A,CustomField Pronouns,,,log,📰
objects/Lead/fields/Rating.field-meta.xml,A,CustomField Rating,,,log,📰
objects/Lead/fields/SICCode__c.field-meta.xml,A,CustomField SICCode__c,,,log,📰
objects/Lead/fields/Status.field-meta.xml,A,CustomField Status,,,log,📰
objects/Lead/fields/Title.field-meta.xml,A,CustomField Title,,,log,📰
objects/Lead/fields/Website.field-meta.xml,A,CustomField Website,,,log,📰
objects/Lead/listViews/AllOpenLeads.listView-meta.xml,A,ListView AllOpenLeads,,,log,📰
objects/Lead/listViews/MyUnreadLeads.listView-meta.xml,A,ListView MyUnreadLeads,,,log,📰
objects/Lead/listViews/TodaysLeads.listView-meta.xml,A,ListView TodaysLeads,,,log,📰
objects/Lead/listViews/ViewCustom1.listView-meta.xml,A,ListView ViewCustom1,,,log,📰
objects/Lead/listViews/ViewCustom2.listView-meta.xml,A,ListView ViewCustom2,,,log,📰
objects/LogEntryDataMaskRule__mdt/LogEntryDataMaskRule__mdt.object-meta.xml,A,CustomObject LogEntryDataMaskRule__mdt/LogEntryDataMaskRule__mdt,,,log,📰
